team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
BAN,Shakib Al Hasan (BAN),bat,9,1,,0.111111111,0.1111,v England,Dharamsala,10-Oct-23,,,,2,0,0,11.11,0,16
SL,KIC Asalanka (SL),bat,3,1,,0.333333333,0.3333,v Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,33.33,0,5
SA,AK Markram (SA),bat,3,1,,0.333333333,0.3333,v Netherlands,Dharamsala,17-Oct-23,,,,2,0,0,33.33,0,4
NZ,DJ Mitchell (NZ),bat,7,1,,0.142857143,0.1428,v Afghanistan,Chennai,18-Oct-23,,,,1,0,0,14.28,0,6
NZ,MJ Santner (NZ),bat,2,1,,0.5,0.5,v India,Dharamsala,22-Oct-23,,,,1,0,0,50,0,3
NZ,LH Ferguson (NZ),bat,5,1,,0.2,0.2,v India,Dharamsala,22-Oct-23,,,,1,0,0,20,0,12
SA,HE van der Dussen (SA),bat,7,1,,0.142857143,0.1428,v Bangladesh,Wankhede,24-Oct-23,,,,1,0,0,14.28,0,6
BAN,Shakib Al Hasan (BAN),bat,4,1,,0.25,0.25,v South Africa,Wankhede,24-Oct-23,,,,2,0,0,25,0,4
NED,A Dutt (NED),bat,8,1,,0.125,0.125,v Australia,Delhi,25-Oct-23,,,,2,0,0,12.5,0,9
ENG,LS Livingstone (ENG),bat,6,1,,0.166666667,0.1666,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,16.66,0,9
AUS,MA Starc (AUS),bat,3,1,,0.333333333,0.3333,v New Zealand,Dharamsala,28-Oct-23,,,,1,0,0,33.33,0,7
BAN,Mushfiqur Rahim (BAN),bat,5,1,,0.2,0.2,v Netherlands,Eden Gardens,28-Oct-23,,,,2,0,0,20,0,9
IND,Mohammed Shami (IND),bat,5,1,,0.2,0.2,v England,Lucknow,29-Oct-23,,,,1,0,0,20,0,4
SL,PVD Chameera (SL),bat,4,1,,0.25,0.25,v Afghanistan,Pune,30-Oct-23,,,,1,0,0,25,0,5
SL,BKG Mendis (SL),bat,10,1,,0.1,0.1,v India,Wankhede,2-Nov-23,,,,2,0,0,10,0,21
SL,KIC Asalanka (SL),bat,24,1,,0.041666667,0.0416,v India,Wankhede,2-Nov-23,,,,2,0,0,4.16,0,42
NED,W Barresi (NED),bat,4,1,,0.25,0.25,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,25,0,3
ENG,JC Buttler (ENG),bat,7,1,,0.142857143,0.1428,v Australia,Ahmedabad,4-Nov-23,,,,2,0,0,14.28,0,10
SA,H Klaasen (SA),bat,11,1,,0.090909091,0.0909,v India,Eden Gardens,5-Nov-23,,,,2,0,0,9.09,0,12
NED,A Dutt (NED),bat,3,1,,0.333333333,0.3333,v England,Pune,8-Nov-23,,,,2,0,0,33.33,0,4
SL,S Samarawickrama (SL),bat,2,1,,0.5,0.5,v New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,50,0,2
SL,PVD Chameera (SL),bat,20,1,,0.05,0.05,v New Zealand,Bengaluru,9-Nov-23,,,,1,0,0,5,0,32
AUS,MR Marsh (AUS),bat,132,177,,0,1.340909091,v Bangladesh,Pune,11-Nov-23,,,,2,17,9,134.09,1,177
ENG,BA Stokes (ENG),bat,76,84,,0.013157895,1.105263158,v Pakistan,Eden Gardens,11-Nov-23,,,,1,11,2,110.52,0,85
BAN,Towhid Hridoy (BAN),bat,79,74,,0.012658228,0.936708861,v Australia,Pune,11-Nov-23,,,,1,5,2,93.67,0,121
AUS,SPD Smith (AUS),bat,64,63,,0,0.984375,v Bangladesh,Pune,11-Nov-23,,,,2,4,1,98.43,1,99
ENG,JE Root (ENG),bat,72,60,,0.013888889,0.833333333,v Pakistan,Eden Gardens,11-Nov-23,,,,1,4,0,83.33,0,115
ENG,JM Bairstow (ENG),bat,61,59,,0.016393443,0.967213115,v Pakistan,Eden Gardens,11-Nov-23,,,,1,7,1,96.72,0,81
AUS,DA Warner (AUS),bat,61,53,,0.016393443,0.868852459,v Bangladesh,Pune,11-Nov-23,,,,2,6,0,86.88,0,90
PAK,Agha Salman (PAK),bat,45,51,,0.022222222,1.133333333,v England,Eden Gardens,11-Nov-23,,,,2,6,1,113.33,0,53
BAN,Najmul Hossain Shanto (BAN),bat,57,45,,0.01754386,0.789473684,v Australia,Pune,11-Nov-23,,,,1,6,0,78.94,0,59
PAK,Babar Azam (PAK),bat,45,38,,0.022222222,0.844444444,v England,Eden Gardens,11-Nov-23,,,,2,6,0,84.44,0,58
BAN,Tanzid Hasan (BAN),bat,34,36,,0.029411765,1.058823529,v Australia,Pune,11-Nov-23,,,,1,6,0,105.88,0,55
BAN,Litton Das (BAN),bat,45,36,,0.022222222,0.8,v Australia,Pune,11-Nov-23,,,,1,5,0,80,0,76
PAK,Mohammad Rizwan (PAK),bat,51,36,,0.019607843,0.705882353,v England,Eden Gardens,11-Nov-23,,,,2,2,0,70.58,0,78
PAK,Haris Rauf (PAK),bat,23,35,,0.043478261,1.52173913,v England,Eden Gardens,11-Nov-23,,,,2,3,3,152.17,0,27
BAN,Mahmudullah (BAN),bat,28,32,,0.035714286,1.142857143,v Australia,Pune,11-Nov-23,,,,1,1,3,114.28,0,34
ENG,DJ Malan (ENG),bat,39,31,,0.025641026,0.794871795,v Pakistan,Eden Gardens,11-Nov-23,,,,1,5,0,79.48,0,61
ENG,HC Brook (ENG),bat,17,30,,0.058823529,1.764705882,v Pakistan,Eden Gardens,11-Nov-23,,,,1,2,2,176.47,0,24
BAN,Mehidy Hasan Miraz (BAN),bat,20,29,,0.05,1.45,v Australia,Pune,11-Nov-23,,,,1,4,0,145,0,33
PAK,Saud Shakeel (PAK),bat,37,29,,0.027027027,0.783783784,v England,Eden Gardens,11-Nov-23,,,,2,4,0,78.37,0,52
ENG,JC Buttler (ENG),bat,18,27,,0.055555556,1.5,v Pakistan,Eden Gardens,11-Nov-23,,,,1,3,1,150,0,39
PAK,Shaheen Shah Afridi (PAK),bat,23,25,,0.043478261,1.086956522,v England,Eden Gardens,11-Nov-23,,,,2,3,1,108.69,0,23
BAN,Mushfiqur Rahim (BAN),bat,24,21,,0.041666667,0.875,v Australia,Pune,11-Nov-23,,,,1,0,1,87.5,0,27
PAK,Mohammad Wasim (1) (PAK),bat,14,16,,0,1.142857143,v England,Eden Gardens,11-Nov-23,,,,2,2,1,114.28,1,33
ENG,DJ Willey (ENG),bat,5,15,,0.2,3,v Pakistan,Eden Gardens,11-Nov-23,,,,1,2,1,300,0,5
AUS,TM Head (AUS),bat,11,10,,0.090909091,0.909090909,v Bangladesh,Pune,11-Nov-23,,,,2,2,0,90.9,0,11
ENG,MM Ali (ENG),bat,6,8,,0.166666667,1.333333333,v Pakistan,Eden Gardens,11-Nov-23,,,,1,0,1,133.33,0,10
BAN,Nasum Ahmed (BAN),bat,11,7,,0.090909091,0.636363636,v Australia,Pune,11-Nov-23,,,,1,0,0,63.63,0,15
ENG,CR Woakes (ENG),bat,4,4,,0,1,v Pakistan,Eden Gardens,11-Nov-23,,,,1,1,0,100,1,19
PAK,Shadab Khan (PAK),bat,7,4,,0.142857143,0.571428571,v England,Eden Gardens,11-Nov-23,,,,2,1,0,57.14,0,4
PAK,Iftikhar Ahmed (PAK),bat,5,3,,0.2,0.6,v England,Eden Gardens,11-Nov-23,,,,2,0,0,60,0,8
BAN,Mahedi Hasan (BAN),bat,3,2,,0,0.666666667,v Australia,Pune,11-Nov-23,,,,1,0,0,66.66,1,4
PAK,Fakhar Zaman (PAK),bat,9,1,,0.111111111,0.111111111,v England,Eden Gardens,11-Nov-23,,,,2,0,0,11.11,0,13
BAN,Taskin Ahmed (BAN),bat,1,0,,0,0,v Australia,Pune,11-Nov-23,,,,1,0,0,0,1,2
ENG,AU Rashid (ENG),bat,1,0,,0,0,v Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,1,1
ENG,AAP Atkinson (ENG),bat,1,0,,1,0,v Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,0,1
PAK,Abdullah Shafique (PAK),bat,2,0,,0.5,0,v England,Eden Gardens,11-Nov-23,,,,2,0,0,0,0,2
ENG,DJ Willey (ENG),bowl,60,56,3,0.05,0.933333333,v Pakistan,Eden Gardens,11-Nov-23,10,0,5.6,2,,,,,
PAK,Haris Rauf (PAK),bowl,60,64,3,0.05,1.066666667,v England,Eden Gardens,11-Nov-23,10,0,6.4,1,,,,,
AUS,A Zampa (AUS),bowl,60,32,2,0.033333333,0.533333333,v Bangladesh,Pune,11-Nov-23,10,0,3.2,1,,,,,
ENG,AAP Atkinson (ENG),bowl,48,45,2,0.041666667,0.9375,v Pakistan,Eden Gardens,11-Nov-23,8,0,5.62,2,,,,,
ENG,AU Rashid (ENG),bowl,60,55,2,0.033333333,0.916666667,v Pakistan,Eden Gardens,11-Nov-23,10,0,5.5,2,,,,,
ENG,MM Ali (ENG),bowl,60,60,2,0.033333333,1,v Pakistan,Eden Gardens,11-Nov-23,10,0,6,2,,,,,
AUS,SA Abbott (AUS),bowl,60,61,2,0.033333333,1.016666667,v Bangladesh,Pune,11-Nov-23,10,0,6.1,1,,,,,
PAK,Shaheen Shah Afridi (PAK),bowl,60,72,2,0.033333333,1.2,v England,Eden Gardens,11-Nov-23,10,1,7.2,1,,,,,
PAK,Mohammad Wasim (1) (PAK),bowl,60,74,2,0.033333333,1.233333333,v England,Eden Gardens,11-Nov-23,10,0,7.4,1,,,,,
ENG,CR Woakes (ENG),bowl,33,27,1,0.03030303,0.818181818,v Pakistan,Eden Gardens,11-Nov-23,5.3,0,4.9,2,,,,,
PAK,Iftikhar Ahmed (PAK),bowl,42,38,1,0.023809524,0.904761905,v England,Eden Gardens,11-Nov-23,7,0,5.42,1,,,,,
AUS,MP Stoinis (AUS),bowl,30,45,1,0.033333333,1.5,v Bangladesh,Pune,11-Nov-23,5,0,9,1,,,,,
BAN,Taskin Ahmed (BAN),bowl,60,61,1,0.016666667,1.016666667,v Australia,Pune,11-Nov-23,10,0,6.1,2,,,,,
BAN,Mustafizur Rahman (BAN),bowl,58,76,1,0.017241379,1.310344828,v Australia,Pune,11-Nov-23,9.4,1,7.86,2,,,,,
AUS,JR Hazlewood (AUS),bowl,42,21,0,0,0.5,v Bangladesh,Pune,11-Nov-23,7,1,3,1,,,,,
PAK,Agha Salman (PAK),bowl,18,25,0,0,1.388888889,v England,Eden Gardens,11-Nov-23,3,0,8.33,1,,,,,
AUS,TM Head (AUS),bowl,36,33,0,0,0.916666667,v Bangladesh,Pune,11-Nov-23,6,0,5.5,1,,,,,
BAN,Mahedi Hasan (BAN),bowl,54,38,0,0,0.703703704,v Australia,Pune,11-Nov-23,9,0,4.22,2,,,,,
BAN,Mehidy Hasan Miraz (BAN),bowl,36,47,0,0,1.305555556,v Australia,Pune,11-Nov-23,6,0,7.83,2,,,,,
AUS,MR Marsh (AUS),bowl,24,48,0,0,2,v Bangladesh,Pune,11-Nov-23,4,0,12,1,,,,,
AUS,PJ Cummins (AUS),bowl,48,56,0,0,1.166666667,v Bangladesh,Pune,11-Nov-23,8,0,7,1,,,,,
PAK,Shadab Khan (PAK),bowl,60,57,0,0,0.95,v England,Eden Gardens,11-Nov-23,10,0,5.7,1,,,,,
BAN,Nasum Ahmed (BAN),bowl,60,85,0,0,1.416666667,v Australia,Pune,11-Nov-23,10,0,8.5,2,,,,,
NZ,WA Young (NZ),bat,1,0,,1,0,v England,Ahmedabad,5-Oct-23,,,,2,0,0,0,0,5
PAK,Hasan Ali (PAK),bat,1,0,,1,0,v Netherlands,Hyderabad,6-Oct-23,,,,1,0,0,0,0,2
NED,SA Edwards (NED),bat,2,0,,0.5,0,v Pakistan,Hyderabad,6-Oct-23,,,,2,0,0,0,0,2
AFG,Naveen-ul-Haq (AFG),bat,6,0,,0.166666667,0,v Bangladesh,Dharamsala,7-Oct-23,,,,1,0,0,0,0,8
SL,P Nissanka (SL),bat,3,0,,0.333333333,0,v South Africa,Delhi,7-Oct-23,,,,2,0,0,0,0,6
SL,DN Wellalage (SL),bat,1,0,,1,0,v South Africa,Delhi,7-Oct-23,,,,2,0,0,0,0,2
AUS,MR Marsh (AUS),bat,6,0,,0.166666667,0,v India,Chennai,8-Oct-23,,,,1,0,0,0,0,11
AUS,AT Carey (AUS),bat,2,0,,0.5,0,v India,Chennai,8-Oct-23,,,,1,0,0,0,0,1
IND,RG Sharma (IND),bat,6,0,,0.166666667,0,v Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,10
IND,Ishan Kishan (IND),bat,1,0,,1,0,v Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,3
IND,SS Iyer (IND),bat,3,0,,0.333333333,0,v Australia,Chennai,8-Oct-23,,,,2,0,0,0,0,2
ENG,LS Livingstone (ENG),bat,1,0,,1,0,v Bangladesh,Dharamsala,10-Oct-23,,,,1,0,0,0,0,1
BAN,Najmul Hossain Shanto (BAN),bat,1,0,,1,0,v England,Dharamsala,10-Oct-23,,,,2,0,0,0,0,1
SL,MDKJ Perera (SL),bat,4,0,,0.25,0,v Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,0,0,7
SL,M Theekshana (SL),bat,4,0,,0.25,0,v Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,0,0,6
BAN,Litton Das (BAN),bat,1,0,,1,0,v New Zealand,Chennai,13-Oct-23,,,,1,0,0,0,0,1
SL,M Theekshana (SL),bat,5,0,,0.2,0,v Australia,Lucknow,16-Oct-23,,,,1,0,0,0,0,7
AUS,SPD Smith (AUS),bat,5,0,,0.2,0,v Sri Lanka,Lucknow,16-Oct-23,,,,2,0,0,0,0,4
AFG,Naveen-ul-Haq (AFG),bat,1,0,,1,0,v New Zealand,Chennai,18-Oct-23,,,,2,0,0,0,0,1
AFG,Fazalhaq Farooqi (AFG),bat,2,0,,0.5,0,v New Zealand,Chennai,18-Oct-23,,,,2,0,0,0,0,1
AUS,GJ Maxwell (AUS),bat,1,0,,1,0,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,0,0,1
AUS,JR Hazlewood (AUS),bat,1,0,,1,0,v Pakistan,Bengaluru,20-Oct-23,,,,1,0,0,0,0,1
PAK,Usama Mir (PAK),bat,3,0,,0.333333333,0,v Australia,Bengaluru,20-Oct-23,,,,2,0,0,0,0,4
NZ,DP Conway (NZ),bat,9,0,,0.111111111,0,v India,Dharamsala,22-Oct-23,,,,1,0,0,0,0,16
NZ,MJ Henry (NZ),bat,1,0,,1,0,v India,Dharamsala,22-Oct-23,,,,1,0,0,0,0,1
BAN,Najmul Hossain Shanto (BAN),bat,1,0,,1,0,v South Africa,Wankhede,24-Oct-23,,,,2,0,0,0,0,1
AUS,MA Starc (AUS),bat,1,0,,1,0,v Netherlands,Delhi,25-Oct-23,,,,1,0,0,0,0,1
NED,LV van Beek (NED),bat,3,0,,0.333333333,0,v Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,3
NED,RE van der Merwe (NED),bat,1,0,,1,0,v Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,1
NED,PA van Meekeren (NED),bat,1,0,,1,0,v Australia,Delhi,25-Oct-23,,,,2,0,0,0,0,2
ENG,CR Woakes (ENG),bat,4,0,,0.25,0,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,0,0,0,0,8
AUS,A Zampa (AUS),bat,3,0,,0.333333333,0,v New Zealand,Dharamsala,28-Oct-23,,,,1,0,0,0,0,2
NED,MP O'Dowd (NED),bat,3,0,,0.333333333,0,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,0,0,11
NED,PA van Meekeren (NED),bat,2,0,,0.5,0,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,0,0,0,0,6
IND,V Kohli (IND),bat,9,0,,0.111111111,0,v England,Lucknow,29-Oct-23,,,,1,0,0,0,0,12
ENG,JE Root (ENG),bat,1,0,,1,0,v India,Lucknow,29-Oct-23,,,,2,0,0,0,0,2
ENG,BA Stokes (ENG),bat,10,0,,0.1,0,v India,Lucknow,29-Oct-23,,,,2,0,0,0,0,14
ENG,MA Wood (ENG),bat,1,0,,1,0,v India,Lucknow,29-Oct-23,,,,2,0,0,0,0,3
AFG,Rahmanullah Gurbaz (AFG),bat,4,0,,0.25,0,v Sri Lanka,Pune,30-Oct-23,,,,2,0,0,0,0,2
BAN,Tanzid Hasan (BAN),bat,5,0,,0.2,0,v Pakistan,Eden Gardens,31-Oct-23,,,,1,0,0,0,0,7
NZ,JDS Neesham (NZ),bat,8,0,,0.125,0,v South Africa,Pune,1-Nov-23,,,,2,0,0,0,0,6
SL,P Nissanka (SL),bat,1,0,,1,0,v India,Wankhede,2-Nov-23,,,,2,0,0,0,0,2
SL,FDM Karunaratne (SL),bat,1,0,,1,0,v India,Wankhede,2-Nov-23,,,,2,0,0,0,0,10
SL,S Samarawickrama (SL),bat,4,0,,0.25,0,v India,Wankhede,2-Nov-23,,,,2,0,0,0,0,4
SL,MADI Hemantha (SL),bat,1,0,,1,0,v India,Wankhede,2-Nov-23,,,,2,0,0,0,0,1
SL,PVD Chameera (SL),bat,6,0,,0.166666667,0,v India,Wankhede,2-Nov-23,,,,2,0,0,0,0,10
NED,SA Edwards (NED),bat,1,0,,1,0,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,0,0,1
ENG,JM Bairstow (ENG),bat,1,0,,1,0,v Australia,Ahmedabad,4-Nov-23,,,,2,0,0,0,0,1
SA,L Ngidi (SA),bat,3,0,,0.333333333,0,v India,Eden Gardens,5-Nov-23,,,,2,0,0,0,0,7
SL,AD Mathews (SL),bat,0,0,,1,0,v Bangladesh,Delhi,6-Nov-23,,,,1,0,0,0,0,4
SL,CAK Rajitha (SL),bat,2,0,,0.5,0,v Bangladesh,Delhi,6-Nov-23,,,,1,0,0,0,0,1
AUS,TM Head (AUS),bat,2,0,,0.5,0,v Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,0,0,5
AUS,JP Inglis (AUS),bat,1,0,,1,0,v Afghanistan,Wankhede,7-Nov-23,,,,2,0,0,0,0,1
NED,CN Ackermann (NED),bat,2,0,,0.5,0,v England,Pune,8-Nov-23,,,,2,0,0,0,0,4
NED,RE van der Merwe (NED),bat,4,0,,0.25,0,v England,Pune,8-Nov-23,,,,2,0,0,0,0,3
ENG,AAP Atkinson (ENG),bat,1,0,,1,0,v Pakistan,Eden Gardens,11-Nov-23,,,,1,0,0,0,0,1
PAK,Abdullah Shafique (PAK),bat,2,0,,0.5,0,v England,Eden Gardens,11-Nov-23,,,,2,0,0,0,0,2
IND,SS Iyer (IND),bat,94,128,,0,1.361702128,v Netherlands,Bengaluru,12-Nov-23,,,,1,10,5,136.17,1,145
IND,KL Rahul (IND),bat,64,102,,0.015625,1.59375,v Netherlands,Bengaluru,12-Nov-23,,,,1,11,4,159.37,0,98
IND,RG Sharma (IND),bat,54,61,,0.018518519,1.12962963,v Netherlands,Bengaluru,12-Nov-23,,,,1,8,2,112.96,0,74
NED,AT Nidamanuru (NED),bat,39,54,,0.025641026,1.384615385,v India,Bengaluru,12-Nov-23,,,,2,1,6,138.46,0,65
IND,Shubman Gill (IND),bat,32,51,,0.03125,1.59375,v Netherlands,Bengaluru,12-Nov-23,,,,1,3,4,159.37,0,49
IND,V Kohli (IND),bat,56,51,,0.017857143,0.910714286,v Netherlands,Bengaluru,12-Nov-23,,,,1,5,1,91.07,0,69
NED,SA Engelbrecht (NED),bat,80,45,,0.0125,0.5625,v India,Bengaluru,12-Nov-23,,,,2,4,0,56.25,0,87
NED,CN Ackermann (NED),bat,32,35,,0.03125,1.09375,v India,Bengaluru,12-Nov-23,,,,2,6,0,109.37,0,46
NED,MP O'Dowd (NED),bat,42,30,,0.023809524,0.714285714,v India,Bengaluru,12-Nov-23,,,,2,3,1,71.42,0,68
NED,SA Edwards (NED),bat,30,17,,0.033333333,0.566666667,v India,Bengaluru,12-Nov-23,,,,2,1,0,56.66,0,27
NED,LV van Beek (NED),bat,15,16,,0.066666667,1.066666667,v India,Bengaluru,12-Nov-23,,,,2,2,0,106.66,0,20
NED,RE van der Merwe (NED),bat,8,16,,0.125,2,v India,Bengaluru,12-Nov-23,,,,2,1,2,200,0,5
NED,BFW de Leede (NED),bat,21,12,,0.047619048,0.571428571,v India,Bengaluru,12-Nov-23,,,,2,1,0,57.14,0,23
NED,A Dutt (NED),bat,11,5,,0.090909091,0.454545455,v India,Bengaluru,12-Nov-23,,,,2,0,0,45.45,0,9
NED,W Barresi (NED),bat,5,4,,0.2,0.8,v India,Bengaluru,12-Nov-23,,,,2,0,0,80,0,8
NED,PA van Meekeren (NED),bat,4,3,,0,0.75,v India,Bengaluru,12-Nov-23,,,,2,0,0,75,1,7
IND,SA Yadav (IND),bat,1,2,,0,2,v Netherlands,Bengaluru,12-Nov-23,,,,1,0,0,200,1,1
IND,Mohammed Siraj (IND),bowl,36,29,2,0.055555556,0.805555556,v Netherlands,Bengaluru,12-Nov-23,6,1,4.83,2,,,,,
IND,JJ Bumrah (IND),bowl,54,33,2,0.037037037,0.611111111,v Netherlands,Bengaluru,12-Nov-23,9,1,3.66,2,,,,,
IND,Kuldeep Yadav (IND),bowl,60,41,2,0.033333333,0.683333333,v Netherlands,Bengaluru,12-Nov-23,10,1,4.1,2,,,,,
IND,RA Jadeja (IND),bowl,54,49,2,0.037037037,0.907407407,v Netherlands,Bengaluru,12-Nov-23,9,0,5.44,2,,,,,
NED,BFW de Leede (NED),bowl,60,82,2,0.033333333,1.366666667,v India,Bengaluru,12-Nov-23,10,0,8.2,1,,,,,
IND,RG Sharma (IND),bowl,5,7,1,0.2,1.4,v Netherlands,Bengaluru,12-Nov-23,0.5,0,8.4,2,,,,,
NED,V Kohli (IND),bowl,18,13,1,0.055555556,0.722222222,v Netherlands,Bengaluru,12-Nov-23,3,0,4.33,2,,,,,
NED,RE van der Merwe (NED),bowl,60,53,1,0.016666667,0.883333333,v India,Bengaluru,12-Nov-23,10,0,5.3,1,,,,,
NED,PA van Meekeren (NED),bowl,60,90,1,0.016666667,1.5,v India,Bengaluru,12-Nov-23,10,0,9,1,,,,,
IND,Shubman Gill (IND),bowl,12,11,0,0,0.916666667,v Netherlands,Bengaluru,12-Nov-23,2,0,5.5,2,,,,,
IND,SA Yadav (IND),bowl,12,17,0,0,1.416666667,v Netherlands,Bengaluru,12-Nov-23,2,0,8.5,2,,,,,
NED,CN Ackermann (NED),bowl,18,25,0,0,1.388888889,v India,Bengaluru,12-Nov-23,3,0,8.33,1,,,,,
IND,Mohammed Shami (IND),bowl,36,41,0,0,1.138888889,v Netherlands,Bengaluru,12-Nov-23,6,0,6.83,2,,,,,
NED,A Dutt (NED),bowl,42,52,0,0,1.238095238,v India,Bengaluru,12-Nov-23,7,0,7.42,1,,,,,
NED,LV van Beek (NED),bowl,60,107,0,0,1.783333333,v India,Bengaluru,12-Nov-23,10,0,10.7,1,,,,,
NZ,DJ Mitchell (NZ),bat,119,134,,0.008403361,1.126,v India,Wankhede,15-Nov-23,,,,2,9,7,112.6,0,180
IND,V Kohli (IND),bat,113,117,,0.008849558,1.0353,v New Zealand,Wankhede,15-Nov-23,,,,1,9,2,103.53,0,149
IND,SS Iyer (IND),bat,70,105,,0.014285714,1.5,v New Zealand,Wankhede,15-Nov-23,,,,1,4,8,150,0,114
SA,DA Miller (SA),bat,116,101,,0.00862069,0.8706,v Australia,Eden Gardens,16-Nov-23,,,,1,8,5,87.06,0,138
IND,Shubman Gill (IND),bat,66,80,,0,1.2121,v New Zealand,Wankhede,15-Nov-23,,,,1,8,3,121.21,1,116
NZ,KS Williamson (NZ),bat,73,69,,0.01369863,0.9452,v India,Wankhede,15-Nov-23,,,,2,8,1,94.52,0,116
AUS,TM Head (AUS),bat,48,62,,0.020833333,1.2916,v South Africa,Eden Gardens,16-Nov-23,,,,2,9,2,129.16,0,62
IND,RG Sharma (IND),bat,29,47,,0.034482759,1.6206,v New Zealand,Wankhede,15-Nov-23,,,,1,4,4,162.06,0,40
SA,H Klaasen (SA),bat,48,47,,0.020833333,0.9791,v Australia,Eden Gardens,16-Nov-23,,,,1,4,2,97.91,0,76
NZ,GD Phillips (NZ),bat,33,41,,0.03030303,1.2424,v India,Wankhede,15-Nov-23,,,,2,4,2,124.24,0,58
IND,KL Rahul (IND),bat,20,39,,0,1.95,v New Zealand,Wankhede,15-Nov-23,,,,1,5,2,195,1,29
AUS,SPD Smith (AUS),bat,62,30,,0.016129032,0.4838,v South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,48.38,0,102
AUS,DA Warner (AUS),bat,18,29,,0.055555556,1.6111,v South Africa,Eden Gardens,16-Nov-23,,,,2,1,4,161.11,0,29
AUS,JP Inglis (AUS),bat,49,28,,0.020408163,0.5714,v South Africa,Eden Gardens,16-Nov-23,,,,2,3,0,57.14,0,66
SA,G Coetzee (SA),bat,39,19,,0.025641026,0.4871,v Australia,Eden Gardens,16-Nov-23,,,,1,2,0,48.71,0,42
AUS,M Labuschagne (AUS),bat,31,18,,0.032258065,0.5806,v South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,58.06,0,28
AUS,MA Starc (AUS),bat,38,16,,0,0.421,v South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,42.1,1,61
AUS,PJ Cummins (AUS),bat,29,14,,0,0.4827,v South Africa,Eden Gardens,16-Nov-23,,,,2,2,0,48.27,1,32
NZ,DP Conway (NZ),bat,15,13,,0.066666667,0.8666,v India,Wankhede,15-Nov-23,,,,2,3,0,86.66,0,26
NZ,R Ravindra (NZ),bat,22,13,,0.045454545,0.5909,v India,Wankhede,15-Nov-23,,,,2,3,0,59.09,0,39
SA,AK Markram (SA),bat,20,10,,0.05,0.5,v Australia,Eden Gardens,16-Nov-23,,,,1,2,0,50,0,24
SA,K Rabada (SA),bat,12,10,,0.083333333,0.8333,v Australia,Eden Gardens,16-Nov-23,,,,1,0,1,83.33,0,18
NZ,MJ Santner (NZ),bat,10,9,,0.1,0.9,v India,Wankhede,15-Nov-23,,,,2,0,0,90,0,20
NZ,TG Southee (NZ),bat,10,9,,0.1,0.9,v India,Wankhede,15-Nov-23,,,,2,1,0,90,0,14
NZ,LH Ferguson (NZ),bat,3,6,,0.333333333,2,v India,Wankhede,15-Nov-23,,,,2,0,1,200,0,2
SA,HE van der Dussen (SA),bat,31,6,,0.032258065,0.1935,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,19.35,0,53
SA,KA Maharaj (SA),bat,8,4,,0.125,0.5,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,50,0,13
SA,Q de Kock (SA),bat,14,3,,0.071428571,0.2142,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,21.42,0,27
NZ,TA Boult (NZ),bat,2,2,,0,1,v India,Wankhede,15-Nov-23,,,,2,0,0,100,1,5
NZ,MS Chapman (NZ),bat,5,2,,0.2,0.4,v India,Wankhede,15-Nov-23,,,,2,0,0,40,0,5
SA,T Shamsi (SA),bat,5,1,,0,0.2,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,20,1,11
IND,SA Yadav(IND),bat,2,1,,0.5,0.5,v New Zealand,Wankhede,15-Nov-23,,,,1,0,0,50,0,2
AUS,GJ Maxwell (AUS),bat,5,1,,0.2,0.2,v South Africa,Eden Gardens,16-Nov-23,,,,2,0,0,20,0,8
NZ,TWM Latham (NZ),bat,2,0,,0.5,0,v India,Wankhede,15-Nov-23,,,,2,0,0,0,0,1
SA,T Bavuma (SA),bat,4,0,,0.25,0,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,0,0,5
SA,M Jansen (SA),bat,1,0,,1,0,v Australia,Eden Gardens,16-Nov-23,,,,1,0,0,0,0,1
